Region,Country,ISP,Organization,Autonomous System,Postal Code,Latitude,Longitude,count
New York,United States,Charter Communications,Spectrum,AS11351 Charter Communications Inc,12***,42.64,-73.79,1
New York,United States,Charter Communications,Spectrum,AS11351 Charter Communications Inc,12***,42.66,-73.8,1
New York,United States,Charter Communications,Spectrum,AS11351 Charter Communications Inc,13***,43.02,-75.04,1
New York,United States,Charter Communications,Spectrum,AS16787 Charter Communications,10***,40.71,-74.01,1
New York,United States,Charter Communications Inc,Spectrum,AS11351 Charter Communications Inc,13***,44.01,-76.07,1
New York,United States,City University of New York,PSI,AS31822 City University of New York,11***,40.71,-73.74,1
New York,United States,"Level 3 Communications, Inc.","Level 3, LLC","AS3549 Level 3 Parent, LLC",10***,40.71,-74.01,1
New York,United States,MCI,Verizon Business,AS3371 MCI,10***,40.71,-74.01,1
New York,United States,MOD Mission Critical,Fast Track Internet,"AS54103 MOD Mission Critical, LLC",10***,40.76,-73.98,1
New York,United States,"Natural Wireless, LLC","Natural Wireless, LLC","AS18616 Natural Wireless, LLC",10***,40.76,-73.99,1
New York,United States,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.,10***,40.71,-74.01,1
New York,United States,Spectrum,Gourmet Boutique,AS12271 Charter Communications Inc,10***,40.78,-74.0,1
New York,United States,Spectrum,"Road Runner, VoIP Residential",AS11351 Charter Communications Inc,12***,42.96,-74.17,1
New York,United States,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business,10***,40.71,-74.01,4
New York,United States,Verizon Business,IBM Cloud Managed Application Services,AS701 Verizon Business,10***,40.71,-74.01,1
New York,United States,Verizon Business,Verizon Business,AS22394 Verizon Business,10***,40.71,-74.01,5
New York,United States,Verizon Business,Verizon Business,AS2828 Verizon Business,10***,40.71,-74.01,1
New York,United States,Verizon Business,Verizon Business,AS701 Verizon Business,10***,40.71,-74.01,3
New York,United States,Verizon Business,Verizon Business,AS701 Verizon Business,12***,42.65,-73.76,1
New York,United States,Verizon Communications,"ANS Communications, Inc",AS701 Verizon Business,10***,40.71,-74.01,1
New York,United States,"ViaSat, Inc.","ViaSat, Inc.","AS7155 ViaSat,Inc.",10***,40.71,-74.01,1
New York,United States,Windstream Communications LLC,Care Advantage,AS7029 Windstream Communications LLC,10***,40.84,-73.88,1
New York,United States,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC,10***,40.75,-73.98,1
Newfoundland and Labrador,Canada,Bell Canada,Bell Aliant / CORE-INTERNETWORKING,AS855 Bell Canada,A1*,47.57,-52.78,1
Niigata,Japan,BIGLOBE Inc.,NEC BIGLOBE Ltd.,AS2518 BIGLOBE Inc.,95******,37.91,139.07,1
Nizhny Novgorod Oblast,Russia,MTS PJSC,MTS Nizhniy Novgorod Stream network,AS8580 MTS PJSC,60****,56.33,44.0,1
North Brabant,The Netherlands,Surf B.V.,Avans,AS1103 SURF B.V.,47**,51.67,4.53,1
North Carolina,United States,Atos IT Solutions and Services Inc,Arrowpoint Capital,AS33745 Atos IT Solutions and Services Inc,28***,35.15,-80.95,1
North Carolina,United States,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC",28***,35.32,-80.76,1
North Carolina,United States,Charter Communications,Spectrum,AS11426 Charter Communications Inc,27***,35.76,-78.71,1
North Carolina,United States,Charter Communications,Spectrum,AS20115 Charter Communications,28***,34.16,-77.91,1
North Carolina,United States,Charter Communications,Spectrum,AS20115 Charter Communications,28***,34.86,-77.59,1
North Carolina,United States,Flexential Colorado Corp.,Flexential Colorado Corp,AS13649 Flexential Colorado Corp.,28***,35.13,-80.94,1
North Carolina,United States,Greenlight,Greenlight,AS18624 Greenlight,27***,35.73,-77.92,1
North Carolina,United States,Suddenlink Communications,Optimum,AS19108 Optimum,27***,35.59,-77.34,1
North Carolina,United States,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,AS36850 University of North Carolina at Chapel Hill,27***,35.91,-79.08,1
North Carolina,United States,University of North Carolina at Charlotte,University of North Carolina at Charlotte,AS53384 University of North Carolina at Charlotte,28***,35.31,-80.73,1
North Carolina,United States,Windstream Communications LLC,Private Customer - CT Communications,AS7029 Windstream Communications LLC,28***,35.4,-80.56,1
North Chungcheong,South Korea,Korea Telecom,Korea Telecom,AS4766 Korea Telecom,28*,36.64,127.47,1
North Chungcheong,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,28*,36.63,127.43,1
North Chungcheong,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,28***,36.82,127.66,1
North Holland,Netherlands,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation,10**,52.37,4.9,3
North Holland,Netherlands,Oracle Corporation,Oracle Cloud Infrastructure (eu-amsterdam-1),AS31898 Oracle Corporation,10**,52.35,4.94,1
North Holland,The Netherlands,Cisco Webex LLC,Cisco Webex LLC,AS13445 Cisco Webex LLC,10**,52.37,4.9,1
North Holland,The Netherlands,Galaxy Broadband Pvt Ltd,Galaxy Broadband Pvt Ltd,AS984 OCTOPUS WEB SOLUTION INC,10**,52.37,4.89,1
North Holland,The Netherlands,KPN B.V.,KPN B.V,AS1136 KPN B.V.,11**,52.5,5.07,1
North Holland,The Netherlands,Liberty Global B.V.,Liberty Global B.V,AS6830 Liberty Global B.V.,11**,52.28,4.75,1
North Holland,The Netherlands,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited,10**,52.36,4.95,1
North Holland,The Netherlands,Verizon Nederland B.V,NLNET,AS702 Verizon Business,10**,52.37,4.9,1
North Holland,The Netherlands,Vodafone Libertel B.V.,Ziggo CM,AS33915 Vodafone Libertel B.V.,10**,52.37,4.9,1
North Holland,The Netherlands,in2ip B.V.,Vertebratus B.V,AS34141 in2ip B.V.,10**,52.37,4.9,1
North Rhine-Westphalia,Germany,Cogent Communications,Wir Solutions GmbH,AS174 Cogent Communications,48***,52.09,7.63,1
North Rhine-Westphalia,Germany,DOMAINFACTORY,domainfactory GmbH,AS34011 Host Europe GmbH,50***,50.93,6.95,1
North Rhine-Westphalia,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,44***,51.5,7.34,1
North Rhine-Westphalia,Germany,NETHINKS GmbH,Global Business Group AG,AS8319 NETHINKS GmbH,51***,50.97,7.0,1
North Rhine-Westphalia,Germany,Telefonica Germany GmbH & Co. OHG,Telefonica Germany GmbH & Co.,AS6805 Telefonica Germany GmbH & Co.OHG,40***,51.23,6.77,1
North Rhine-Westphalia,Germany,UNI-X,BEWATEC Kommunikationstechnik GmbH,AS12371 Avency GmbH,48***,52.03,7.83,1
North Rhine-Westphalia,Germany,Verizon Deutschland GmbH,VERIZON,AS702 Verizon Business,44***,51.49,7.39,1
North Savo,Finland,Enfo Oyj,ENFO,AS29282 Enfo Oy,70***,62.9,27.68,1
North West,Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd.",85****,1.35,103.82,2
North West,Singapore,CHINANET Guangdong province Guangzhou MAN network,World Crossing Telecom(GuangZhou) Ltd.,AS134773 CHINANET Guangdong province Guangzhou MAN network,85****,1.35,103.82,1
Northern Territory,Australia,Northern Territory of Australia,Northern Territory Government,AS132321 NORTHERN TERRITORY OF AUSTRALIA,81*,-12.36,130.88,1
Nouvelle-Aquitaine,France,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS,16***,45.65,0.16,1
Nouvelle-Aquitaine,France,ProXad network / Free SAS,Proxad / Free SAS,AS12322 Free SAS,33***,44.69,-0.85,1
Nouvelle-Aquitaine,France,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA,17***,46.17,-1.15,1
Nouvelle-Aquitaine,France,Societe Francaise Du Radiotelephone - SFR SA,SFR Infra,AS15557 Societe Francaise Du Radiotelephone - SFR SA,86***,46.59,0.33,1
Novosibirsk Oblast,Russia,Rostelecom networks,JSC Rostelecom regional branch Siberia,AS12389 PJSC Rostelecom,63****,54.9,83.03,1
Odisha,India,Bharti Airtel Limited,Bharti Airtel Limited,AS45609 Bharti Airtel Ltd. AS for GPRS Service,75****,20.27,85.83,1
Ohio,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",43***,40.09,-83.02,1
Ohio,United States,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",43***,40.1,-83.11,4
Ohio,United States,Charter Communications,Spectrum,AS10796 Charter Communications Inc,43***,40.11,-83.76,1
Ohio,United States,Charter Communications,Spectrum,AS10796 Charter Communications Inc,44***,41.08,-81.57,1
Ohio,United States,Charter Communications,Spectrum,AS10796 Charter Communications Inc,44***,41.1,-81.64,1
Ohio,United States,Charter Communications,Spectrum,AS10796 Charter Communications Inc,44***,41.59,-81.55,1
Ohio,United States,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications,44***,41.5,-81.69,1
Ohio,United States,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications,44***,41.5,-81.69,2
Ohio,United States,Department of Administrative Services,Department of Administrative Services,AS19902 Department of Administrative Services,44***,40.81,-81.5,1
Ohio,United States,DoD Network Information Center,Air Force Systems Networking,AS56 DoD Network Information Center,45***,39.53,-84.31,1
Ohio,United States,DoD Network Information Center,DoD Network Information Center,AS138 DoD Network Information Center,43***,39.97,-82.89,1
Ohio,United States,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center,43***,39.97,-82.89,1
Ohio,United States,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center,43***,39.97,-82.89,2
Ohio,United States,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center,43***,39.97,-82.89,8
Ohio,United States,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,43***,39.97,-82.89,111
Ohio,United States,The Procter and Gamble Company,The Procter and Gamble Company,AS11003 The Procter and Gamble Company,45***,39.1,-84.51,2
Ohio,United States,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business,44***,41.45,-81.42,1
Oita,Japan,"Research Organization of Information and Systems, National Institute of Informa",Japan150,"AS2907 Research Organization of Information and Systems, National Institute of Informatics",87******,33.24,131.61,1
Oita,Japan,"Research Organization of Information and Systems, National Institute of Informa",Oita University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics",87******,33.23,131.61,1
Okayama,Japan,"RELATION Co., Ltd.","RELATION Co., Ltd.","AS23836 RELATION Co., Ltd.",70******,34.66,133.94,1
Oklahoma,United States,Oklahoma Network for Education Enrichment and,East Central University,AS5078 Oklahoma Network for Education Enrichment and,74***,34.77,-96.66,1
Oklahoma,United States,Rackspace Hosting,Rackspace Hosting,AS33070 Rackspace Hosting,73***,36.39,-97.92,1
Oklahoma,United States,Vyve Broadband,"Vyve Broadband Investments, LLC",AS35986 Vyve Broadband,74***,34.93,-95.76,1
Ontario,Canada,Bell Canada,Sympatico HSE,AS577 Bell Canada,K1*,45.34,-75.63,1
Ontario,Canada,Bell Canada,Sympatico HSE,AS577 Bell Canada,L5*,43.58,-79.63,1
Ontario,Canada,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",M5*,43.65,-79.38,1
Ontario,Canada,Cogeco Communications Inc.,Cogeco Cable Canada Inc.,AS7992 Cogeco Connexion Inc.,P1*,46.33,-79.59,1
Ontario,Canada,Cogent Communications,Diallog Telecommunications Corp,AS174 Cogent Communications,M5*,43.71,-79.41,1
Ontario,Canada,Google LLC,Google LLC,AS19527 Google LLC,M5*,43.64,-79.38,1
Ontario,Canada,NSI (Holdings) Limited,Together Networks Limited,AS196962 NSI (Holdings) Limited,M1*,43.83,-79.21,1
Ontario,Canada,Nexicom Inc.,Nexicom Inc.,AS11666 Nexicom Inc.,K9*,44.32,-78.32,1
Ontario,Canada,Oracle Corporation,Oracle Cloud Infrastructure (ca-toronto-1),AS31898 Oracle Corporation,L4*,43.81,-79.59,1
Ontario,Canada,Rogers Communications Canada Inc.,Ontario Lottery and Gaming,AS812 Rogers Communications Canada Inc.,M2*,43.76,-79.36,1
Ontario,Canada,Rogers Communications Canada Inc.,Rogers Cable Communications Inc.,AS812 Rogers Communications Canada Inc.,M5*,43.67,-79.38,1
Ontario,Canada,Rogers Communications Canada Inc.,Rogers Cable Inc. BAWK,AS812 Rogers Communications Canada Inc.,M4*,43.7,-79.39,1
Ontario,Canada,Rogers Communications Canada Inc.,Rogers Cable Inc. HNSN,AS812 Rogers Communications Canada Inc.,L4*,43.87,-79.44,1
Ontario,Canada,Rogers Communications Canada Inc.,Rogers Cable Inc. MTMC,AS812 Rogers Communications Canada Inc.,N4*,43.27,-81.17,1
Ontario,Canada,Rogers Communications Canada Inc.,Rogers Cable Inc. YM,AS812 Rogers Communications Canada Inc.,M5*,43.67,-79.38,1
Ontario,Canada,Stark Industries Solutions LTD,Ithostline LTD,AS44477 STARK INDUSTRIES SOLUTIONS LTD,K0*,45.41,-75.7,1
Ontario,Canada,Start Communications,Start Communications,AS40788 Start Communications,M6*,43.67,-79.42,1
Ontario,Canada,University of Ottawa,University of Ottawa,AS25826 University of Ottawa,K1*,45.43,-75.68,1
Oregon,United States,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",97***,45.52,-122.68,8
Oregon,United States,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications,97***,45.52,-122.67,1
Oregon,United States,"Comcast Cable Communications, LLC",Comcast Cable Communications,"AS33490 Comcast Cable Communications, LLC",97***,44.9,-123.05,1
Oregon,United States,Google LLC,Google Cloud (us-west1),AS396982 Google LLC,97***,45.59,-121.18,1
Orenburg Oblast,Russia,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom,46****,51.48,57.36,1
Oslo County,Norway,Norsk Regnesentral,NR NCC,AS59863 Norsk Regnesentral,1****,59.9,10.73,1
Paraná,Brazil,V tal,V tal,AS8167 V tal,80***,-25.5,-49.29,1
Paraíba,Brazil,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A,58***,-7.28,-35.98,1
Pays de la Loire,France,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA,49***,47.47,-0.55,1
Pays de la Loire,France,Societe Francaise Du Radiotelephone - SFR SA,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA,44***,47.2,-1.42,1
Pennsylvania,United States,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc.",19***,39.95,-75.16,1
Pennsylvania,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC",15***,40.32,-79.72,1
Pennsylvania,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC",15***,40.57,-79.71,1
Pennsylvania,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC",17***,40.18,-77.0,1
Pennsylvania,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33287 Comcast Cable Communications, LLC",19***,39.92,-75.18,1
Pennsylvania,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7016 Comcast Cable Communications, LLC",19***,40.34,-75.87,1
Pennsylvania,United States,Drexel University,Drexel University,AS11834 Drexel University,19***,39.96,-75.23,1
Pennsylvania,United States,Hotwire Communications,Hotwire Business Solutions,"AS3356 Level 3 Parent, LLC",19***,40.01,-75.22,1
Pennsylvania,United States,In the Stix Broadband LLC,Meyersdale Area SD,AS396226 In the Stix Broadband LLC,15***,40.51,-78.63,1
Pennsylvania,United States,RCN,RCN Corporation,AS6079 RCN,18***,40.7,-75.48,1
Pennsylvania,United States,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego",19***,40.01,-75.19,1
Perm Krai,Russia,OJSC uralsvyazinform,Dynamic distribution IPs for broadband services,AS12389 PJSC Rostelecom,61****,58.0,56.24,1
Pirkanmaa,Finland,Telia Finland Oyj,Telia Finland Oyj,AS1759 Telia Finland Oyj,33***,61.49,23.76,1
Pomerania,Poland,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA,84****,54.54,17.74,1
Porto,Portugal,NOS COMUNICACOES S.A,"NOS COMUNICACOES, S.A","AS1897 NOS COMUNICACOES, S.A.",40******,41.17,-8.68,1
Porto,Portugal,NOS Comunicacoes S.A.,TVCABO-Portugal,"AS2860 NOS COMUNICACOES, S.A.",44******,41.14,-8.62,1
Prague,Czechia,CVUT-TCZ + VSCHT-TCZ,Ceske vysoke uceni technicke v Praze,AS2852 CESNET z.s.p.o.,10****,50.05,14.45,1
Prague,Czechia,Network of Ignum s.r.o.,Ignum s.r.o.,"AS29134 Webglobe, s.r.o.",12****,50.08,14.44,1
Prague,Czechia,"Quantcom, a.s.",Dial Telecom,"AS29208 Quantcom, a.s.",46****,50.09,14.45,1
Prague,Czechia,T-Mobile Czech Republic,PC-Datacode s.r.o.,AS13036 T-Mobile Czech Republic a.s.,11****,50.09,14.41,1
Prague,Czechia,T-Mobile Czech Republic a.s.,T Mobile Czech xDSL,AS13036 T-Mobile Czech Republic a.s.,11****,50.09,14.41,1
Provence-Alpes-Côte d'Azur,France,Microsoft Corporation,Microsoft Azure Cloud (francesouth),AS8075 Microsoft Corporation,13***,43.3,5.37,1
Provincia de San Jose,Costa Rica,Instituto Costarricense de Electricidad y Telecom.,LIMON,AS11830 Instituto Costarricense de Electricidad y Telecom.,10***,9.94,-84.14,1
Quebec,Canada,Altima Telecom,Altima Solutions Limited,AS22423 Altima Telecom,H8*,45.44,-73.61,1
Quebec,Canada,Beanfield Technologies Inc.,Beanfield Technologies Inc,AS21548 Beanfield Technologies Inc.,H9*,45.44,-73.78,1
Quebec,Canada,Bell Canada,Gouvernement du Quebec (Government of Quebec),AS11489 Bell Canada,J4*,45.52,-73.5,1
Quebec,Canada,Bell Canada,Sympatico HSE,AS577 Bell Canada,G1*,46.88,-71.19,1
Quebec,Canada,Cogeco Connexion inc,Cogeco Connexion inc,AS11290 Cogeco Connexion inc,J0*,45.65,-76.04,1
Quebec,Canada,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee,G0*,47.12,-70.86,1
Quebec,Canada,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee,G1*,46.76,-71.29,1
Quebec,Canada,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee,J8*,45.65,-74.33,1
Quebec,Canada,McGill University,McGill University,AS15318 McGill University,H4*,45.5,-73.57,1
Quebec,Canada,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),University of Montreal,AS376 Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),H3*,45.5,-73.62,1
Queensland,Australia,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD,43**,-27.59,152.73,1
Queensland,Australia,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD,47**,-21.14,149.18,1
Queensland,Australia,Telstra Corporation Limited,Telstra Corporation,AS1221 Telstra Corporation Ltd,41**,-27.47,153.02,1
Rajasthan,India,Bharti Airtel,Bharti Airtel Limited,"AS24560 Bharti Airtel Ltd., Telemedia Services",30****,26.95,75.71,1
Rajasthan,India,Bharti Airtel,Bharti Airtel Ltd,AS45609 Bharti Airtel Ltd. AS for GPRS Service,30****,26.95,75.71,1
Rheinland-Pfalz,Germany,Telefonica O2 Germany,Telefonica Germany GmbH & Co.,AS6805 Telefonica Germany GmbH & Co.OHG,67***,49.48,8.44,1
Rhode Island,United States,Cox Communications Inc.,Cox Communications Inc,AS22773 Cox Communications Inc.,28**,41.6,-71.26,1
Rhode Island,United States,University of Rhode Island,University of Rhode Island,AS14348 University of Rhode Island,28**,41.48,-71.53,1
Rhode Island,United States,i3 Broadband,i3 Broadband,AS25710 i3 Broadband,28**,41.74,-71.32,1
Rio Grande do Sul,Brazil,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A,90***,-30.12,-51.27,1
Rio Grande do Sul,Brazil,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A,90***,-30.12,-51.27,1
Rio Grande do Sul,Brazil,Vivo,União Sul Brasileira de Educação e Ensino,AS18881 TELEFÔNICA BRASIL S.A,92***,-29.92,-51.17,1
Rio de Janeiro,Brazil,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),"AS16509 Amazon.com, Inc.",20*******,-22.91,-43.17,1
Rio de Janeiro,Brazil,ML Telecom,Metropop Tecn. da Informação Ltda ( ML TELECOM ),AS10704 ML Telecom,28*******,-22.89,-42.47,1
Rio de Janeiro,Brazil,Oi S.A. - Em Recuperação Judicial,Oi S.A. - Em Recuperação Judicial,AS14571 Oi S.A. - Em Recuperação Judicial,20*******,-22.91,-43.17,1
Rio de Janeiro,Brazil,V tal,Telemar Norte Leste S.A.,AS7738 V tal,24***,-22.92,-43.08,1
Riyadh Region,Saudi Arabia,Mobile Telecommunication Company Saudi Arabia Joint-Stock company,Mobile Telecommunication Company Saudi Arabia Joint-Stock company,AS43766 Mobile Telecommunication Company Saudi Arabia Joint-Stock company,98**,24.69,46.68,1
Riyadh Region,Saudi Arabia,Saudi Telecom Company JSC,Saudinet,AS25019 Saudi Telecom Company JSC,98**,24.69,46.72,1
Rīga,Latvia,Tele2 Sverige AB,Telephony IC,AS1257 Tele2 Sverige AB,LV*****,56.95,24.1,1
Saitama,Japan,ASJ INC.,ASJ Inc.,AS55388 ASJ INC.,33******,35.8,139.72,1
Saitama,Japan,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd.",33******,35.79,139.73,1
Saitama,Japan,NTT-ME Corporation,XePhion,AS9595 NTT-ME Corporation,33******,35.83,139.68,1
Saitama,Japan,Softbank BB Corp.,Japan Nation-wide Network of Softbank Corp.,AS17676 SoftBank Corp.,33******,35.87,139.66,1
Saitama,Japan,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,33******,35.81,139.67,1
Saitama,Japan,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,33******,35.86,139.64,1
Saitama,Japan,Sony Network Communications Inc,Sony Network Communications Inc.,AS2527 Sony Network Communications Inc.,33******,35.87,139.66,1
San Juan,Puerto Rico,Liberty Communications of Puerto Rico LLC,Liberty Communications of Puerto Rico LLC,AS14638 Liberty Communications of Puerto Rico LLC,90*,18.42,-66.06,1
Santa Catarina,Brazil,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A,89***,-26.27,-49.0,1
Santa Catarina,Brazil,TecleNet Solucoes Tecnologicas,TecleNet Solucoes Tecnologicas,AS52775 TecleNet Solucoes Tecnologicas,88***,-28.79,-49.46,1
Santa Catarina,Brazil,UNIFIQUE TELECOMUNICACOES S/A,UNIFIQUE TELECOMUNICACOES S/A,AS28343 UNIFIQUE TELECOMUNICACOES S/A,89***,-26.82,-49.29,1
Santa Catarina,Brazil,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A,88***,-27.21,-49.11,1
Santander Department,Colombia,EPM Telecomunicaciones S.A. E.S.P.,EPM Telecomunicaciones S.A. E.S.P,AS13489 EPM Telecomunicaciones S.A. E.S.P.,68****,7.0,-73.05,1
Santiago Metropolitan,Chile,Claro Chile S.A.,Claro Chile S.A,AS27995 CLARO CHILE S.A.,85*****,-33.38,-70.62,1
Santiago Metropolitan,Chile,Informatica Bluehosting Limitada,Informatica Bluehosting Limitada,AS64111 INFORMATICA BLUEHOSTING LIMITADA,34***,-33.46,-70.65,1
Santiago Metropolitan,Chile,TELEFÓNICA CHILE S.A.,TELEFÓNICA CHILE S.A,AS7418 TELEFÓNICA CHILE S.A.,34***,-33.45,-70.65,1
Sao Paulo,Brazil,Oracle Corporation,Oracle Cloud Infrastructure (sa-saopaulo-1),AS31898 Oracle Corporation,13**,-23.55,-46.64,1
Saskatchewan,Canada,Saskatchewan Telecommunications,SaskTel Wide Area Network Engineering Center,AS803 Saskatchewan Telecommunications,S4*,50.43,-104.53,1
Saskatchewan,Canada,Saskatchewan Telecommunications,SaskTel Wide Area Network Engineering Center,AS803 Saskatchewan Telecommunications,S9*,52.79,-108.29,1
Saskatchewan,Canada,University of Regina,University of Regina,AS26206 University of Regina,S4*,50.43,-104.53,1
Saxony,Germany,Hetzner Online GmbH,Hetzner,AS24940 Hetzner Online GmbH,82**,50.48,12.36,1
Saxony-Anhalt,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,63**,51.55,11.5,1
Scotland,United Kingdom,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited,EH*,55.95,-3.16,1
Sejong-si,South Korea,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation,30*,36.59,127.29,1
Selangor,Malaysia,"DiGi Telecommunications Sdn Bhd., Digi Internet Exchange",DiGi Telecommunications Sdn Bhd,AS4818 DiGi Telecommunications Sdn. Bhd.,47***,3.07,101.57,1
Selangor,Malaysia,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,63***,2.93,101.66,2
Seoul,South Korea,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS,51***,37.55,127.1,1
Seoul,South Korea,HYUNDAI COMMUNICATIONS & NETWORK,HYUNDAI HCN Cable Tv System Co.Ltd,AS9762 HYUNDAI COMMUNICATIONS NETWORK,60***,37.52,127.04,1
Seoul,South Korea,Konkuk University,Konkuknet,AS9459 Konkuk University,45***,37.55,126.95,1
Seoul,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,10***,37.64,127.0,1
Seoul,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,69***,37.52,126.92,1
Seoul,South Korea,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation,13****,37.59,127.01,1
Seoul,South Korea,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation,43**,37.54,126.97,1
Seoul,South Korea,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM,43**,37.54,126.97,1
Seoul,South Korea,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM,10***,37.64,127.0,1
Seoul,South Korea,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM,45**,37.58,126.98,1
Seoul,South Korea,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM,66***,37.49,127.02,1
Seoul,South Korea,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd,45**,37.58,126.98,1
Seoul,South Korea,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd,60***,37.52,127.04,1
Seoul,South Korea,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd,83***,37.48,126.9,1
Seoul,South Korea,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd,45**,37.58,126.98,1
Seoul,South Korea,SK Broadband Co Ltd,broadNnet,AS9756 SK Broadband Co Ltd,46**,37.56,127.0,1
Seoul,South Korea,SKTelink,SKTL Network Division,AS10171 SKTelink,43**,37.55,126.95,1
Shanghai,China,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group),20****,31.23,121.47,1
Shizuoka,Japan,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,41******,35.1,138.86,1
