City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System,IP Address
Los Polvorines,Buenos Aires,Argentina,1613,-34.5076,-58.6863,America/Argentina/Buenos_Aires,Telefonica de Argentina,Telefonica de Argentina,AS22927 Telefonica de Argentina,186.xxx.xxx.xxx
,,,,,,,,,,253.xxx.xxx.xxx
,,,,,,,,,,231.xxx.xxx.xxx
Smyrna,Delaware,United States,19977,39.2934,-75.6018,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33657 Comcast Cable Communications, LLC",98.xxx.xxx.xxx
,,,,,,,,,,249.xxx.xxx.xxx
Tlaquepaque,Jalisco,Mexico,45530,20.6073,-103.3641,America/Mexico_City,Universidad de Guadalajara,Universidad de Guadalajara,AS2549 Universidad de Guadalajara,148.xxx.xxx.xxx
Rio Claro,São Paulo,Brazil,,-23.71,-46.294,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,177.xxx.xxx.xxx
Dortmund,North Rhine-Westphalia,Germany,44149,51.4925,7.39489,Europe/Berlin,Verizon Deutschland GmbH,VERIZON,AS702 Verizon Business,149.xxx.xxx.xxx
Sandton,Gauteng,South Africa,2196,-26.1077,28.0581,Africa/Johannesburg,Cloudseed (Pty) Ltd,Cloudseed (Pty) Ltd,,41.xxx.xxx.xxx
Okayama,Okayama,Japan,703-8291,34.657,133.9436,Asia/Tokyo,"RELATION Co., Ltd.","RELATION Co., Ltd.","AS23836 RELATION Co., Ltd.",203.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,214.xxx.xxx.xxx
Shenzhen,Guangdong,China,,22.5431,114.058,Asia/Shanghai,China Mobile,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd.",39.xxx.xxx.xxx
Helsinki,Uusimaa,Finland,121,60.1699,24.9384,Europe/Helsinki,Equinix (EMEA) Acquisition Enterprises B.V.,Equinix Customer - (Finland) Oy,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.,87.xxx.xxx.xxx
Detroit,Michigan,United States,48231,42.3314,-83.0458,America/Detroit,Jackson National Life Insurance CO.,"Level 3, LLC",AS29841 JACKSON NATIONAL LIFE INSURANCE CO.,8.xxx.xxx.xxx
Shenzhen,Guangdong,China,,22.5431,114.058,Asia/Shanghai,China Mobile,China Mobile Communications Corporation,"AS9808 China Mobile Communications Group Co., Ltd.",36.xxx.xxx.xxx
Frankfurt am Main,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,U.S. Department of Defense Education Activity,U.S. Department of Defense Education Activity,AS6595 U.S. Department of Defense Education Activity,204.xxx.xxx.xxx
Dagenham,England,United Kingdom,RM8,51.5477,0.1115,Europe/London,EE Limited,EEMobile,AS12576 EE Limited,31.xxx.xxx.xxx
Madrid,Madrid,Spain,28050,40.5167,-3.66479,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.,80.xxx.xxx.xxx
Shenzhen,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Mobile,China Mobile Communications Corporation,"AS9808 China Mobile Communications Group Co., Ltd.",112.xxx.xxx.xxx
Toronto,Ontario,Canada,M5A,43.67,-79.3794,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. YM,AS812 Rogers Communications Canada Inc.,99.xxx.xxx.xxx
Houston,Texas,United States,77004,29.7212,-95.3626,America/Chicago,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33662 Comcast Cable Communications, LLC",98.xxx.xxx.xxx
St Petersburg,St.-Petersburg,Russia,,59.9311,30.3609,Europe/Moscow,brand AtHome,,AS39102 Global Network Management Inc,213.xxx.xxx.xxx
Pune,Maharashtra,India,411038,18.6161,73.7286,Asia/Kolkata,Idea Cellular Limited,,AS45271 Idea Cellular Limited,106.xxx.xxx.xxx
Piedecuesta,Santander Department,Colombia,681011,6.9952,-73.05,America/Bogota,EPM Telecomunicaciones S.A. E.S.P.,EPM Telecomunicaciones S.A. E.S.P,AS13489 EPM Telecomunicaciones S.A. E.S.P.,190.xxx.xxx.xxx
,,,,,,,,,,246.xxx.xxx.xxx
Buk-gu,Ulsan,South Korea,442,35.6018,129.3491,Asia/Seoul,Ulsan Jung-Ang Broadcasting Network,JCN,AS45361 Ulsan Jung-Ang Broadcasting Network,124.xxx.xxx.xxx
,,,,,,,,,,226.xxx.xxx.xxx
Cleveland,Ohio,United States,44119,41.5882,-81.5492,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc,71.xxx.xxx.xxx
Georgetown,Kentucky,United States,40324,38.2132,-84.5455,America/New_York,"AT&T Services, Inc.",Private Customer - AT&T Internet Services,"AS7018 AT&T Services, Inc.",99.xxx.xxx.xxx
Toronto,Ontario,Canada,M6G,43.6655,-79.4204,America/Toronto,Start Communications,Start Communications,AS40788 Start Communications,108.xxx.xxx.xxx
Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,14.xxx.xxx.xxx
Niizo,Saitama,Japan,335-0021,35.8104,139.6696,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,126.xxx.xxx.xxx
Rongcheng,Anhui,China,,30.6007,117.925,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE,36.xxx.xxx.xxx
Riverside,California,United States,92509,34.0062,-117.4432,America/Los_Angeles,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business,97.xxx.xxx.xxx
Seo-gu,Incheon,South Korea,227,37.508,126.665,Asia/Seoul,SK Broadband Co Ltd,NQ Games Co,AS9318 SK Broadband Co Ltd,1.xxx.xxx.xxx
Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,57.xxx.xxx.xxx
Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,130.xxx.xxx.xxx
Ostrava,Moravskoslezsky kraj,Czechia,700 30,49.7977,18.2311,Europe/Prague,FIFEJDY,,AS34093 Nordic Telecom Regional s.r.o.,88.xxx.xxx.xxx
El Cajon,California,United States,92021,32.8123,-116.9172,America/Los_Angeles,Cox Communications Inc.,Cox Communications Inc,AS22773 Cox Communications Inc.,68.xxx.xxx.xxx
Mackay,Queensland,Australia,4740,-21.1445,149.181,Australia/Brisbane,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD,58.xxx.xxx.xxx
,,,,,,,,,,233.xxx.xxx.xxx
Istanbul,Istanbul,Türkiye,34096,41.0145,28.9533,Europe/Istanbul,Turkcell Internet,,AS16135 TURKCELL ILETISIM HIZMETLERI A.S.,176.xxx.xxx.xxx
Rustenburg,North West,South Africa,202,-25.6608,27.2526,Africa/Johannesburg,Vodacom UMTS Pretoria Silverton North Gauteng INTERNET APN,,AS29975 Vodacom,41.xxx.xxx.xxx
Pikeville,Kentucky,United States,41501,37.5197,-82.5228,America/New_York,Mikrotec Internet Services,Mikrotec Internet Services,AS3801 Mikrotec Internet Services,74.xxx.xxx.xxx
Bieligutai,Inner Mongolia,China,,43.3782,115.059,Asia/Shanghai,Neimeng Network of ChinaTelecom,,AS4134 CHINANET-BACKBONE,121.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,,25.xxx.xxx.xxx
Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation,101.xxx.xxx.xxx
Ho Chi Minh City,Ho Chi Minh,Vietnam,,10.822,106.6257,Asia/Ho_Chi_Minh,VIETELxdsl,xDSL Services,AS7552 Viettel Group,115.xxx.xxx.xxx
Massapequa,New York,United States,11758,40.6673,-73.4593,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.,69.xxx.xxx.xxx
Valinhos,São Paulo,Brazil,13270,-22.9717,-46.9925,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,191.xxx.xxx.xxx
Milton,England,United Kingdom,OX14,51.6218,-1.28523,Europe/London,HILCO,RM Education Ltd,,217.xxx.xxx.xxx
Sofia,Sofia-Capital,Bulgaria,1000,42.6951,23.325,Europe/Sofia,MEGALAN,Megalan Network Ltd.,AS35141 A1 Bulgaria EAD,95.xxx.xxx.xxx
,,,,,,,,,,233.xxx.xxx.xxx
Montevideo,Montevideo Department,Uruguay,11200,-34.9064,-56.1629,America/Montevideo,Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones,AS6057 Administracion Nacional de Telecomunicaciones,167.xxx.xxx.xxx
Shenzhen,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",120.xxx.xxx.xxx
Winlock,Washington,United States,98596,46.493,-122.9199,America/Los_Angeles,Washington State K-20 Telecommunications Network,Washington School Information Processing Cooperative,AS10430 Washington State K-20 Telecommunications Network,164.xxx.xxx.xxx
,,,,,,,,,,229.xxx.xxx.xxx
,,,,,,,,,,235.xxx.xxx.xxx
Ojibwa,Wisconsin,United States,54862,45.7858,-91.1078,America/Chicago,Bevcomm,Inteliquent,AS15100 Bevcomm,199.xxx.xxx.xxx
,,,,,,,,,,244.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,22.xxx.xxx.xxx
,,,,,,,,,,229.xxx.xxx.xxx
Taoyuan,Taiwan,Taiwan,,24.9936,121.3009,Asia/Taipei,Apple Inc.,Apple Inc,AS714 Apple Inc.,17.xxx.xxx.xxx
Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",8.xxx.xxx.xxx
Shenzhen,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,218.xxx.xxx.xxx
Miranda,Miranda,Venezuela,,10.2462,-66.4165,America/Caracas,Corporación Telemic C.A.,Corporación Telemic C.A,AS21826 Corporación Telemic C.A.,186.xxx.xxx.xxx
Johannesburg,Gauteng,South Africa,2196,-26.1471,28.0386,Africa/Johannesburg,MTNNS,,AS16637 MTN SA,196.xxx.xxx.xxx
,,,,,,,,,,236.xxx.xxx.xxx
Bristol,England,United Kingdom,BS5,51.4623,-2.5502,Europe/London,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited,92.xxx.xxx.xxx
,,,,,,,,,,252.xxx.xxx.xxx
Cuauhtémoc,Mexico City,Mexico,6720,19.4129,-99.1478,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET,187.xxx.xxx.xxx
Singapore,Central Singapore,Singapore,48582,1.28009,103.851,Asia/Singapore,Amazon Technologies Inc.,AWS EC2 (ap-southeast-1),"AS16509 Amazon.com, Inc.",18.xxx.xxx.xxx
Palo Alto,California,United States,94304,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,,15.xxx.xxx.xxx
Putian,Fujian,China,,25.4536,118.9929,Asia/Shanghai,CNCGroup CHINA169 FuJian province network,,AS4837 CHINA UNICOM China169 Backbone,58.xxx.xxx.xxx
Brisbane,Queensland,Australia,4000,-27.4705,153.026,Australia/Brisbane,Resource Quality Assurance,Resource Quality Assurance,,203.xxx.xxx.xxx
Chicago,Illinois,United States,60602,41.8874,-87.6318,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation,135.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,China Mobile Communications Corporation,"BEIJING DRAGON Network co., Ltd.",AS56048 China Mobile Communicaitons Corporation,58.xxx.xxx.xxx
Seattle,Washington,United States,98115,47.6859,-122.2994,America/Los_Angeles,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC",97.xxx.xxx.xxx
,,,,,,,,,,234.xxx.xxx.xxx
Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,183.xxx.xxx.xxx
Berlin,Land Berlin,Germany,10437,52.5451,13.4097,Europe/Berlin,D2VODAFONE,Vodafone GmbH,AS3209 Vodafone GmbH,109.xxx.xxx.xxx
Neihu District,Taiwan,Taiwan,,25.0689,121.591,Asia/Taipei,"New Century InfoComm Tech. Co., Ltd.",SEEDNET,"AS131586 New Century InfoComm Tech Co., Ltd.",106.xxx.xxx.xxx
Saint Paul,Minnesota,United States,55145,44.9537,-93.09,America/Chicago,T-Mobile USA,"T-Mobile USA, Inc.",,184.xxx.xxx.xxx
Zurich,Zurich,Switzerland,8070,47.3686,8.53918,Europe/Zurich,CREDIT-SUISSE-GROUP,CREDIT-SUISSE-GROUP,,158.xxx.xxx.xxx
Hudson,Florida,United States,34667,28.3637,-82.6759,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",75.xxx.xxx.xxx
,,,,,,,,,,225.xxx.xxx.xxx
Long Lawford,England,United Kingdom,CV23 9EU,52.3575,-1.33036,Europe/London,Satellite Mediaport Services Ltd.,Satellite Mediaport Services Ltd,AS13126 Satellite Mediaport Services Ltd.,62.xxx.xxx.xxx
,,,,,,,,,,230.xxx.xxx.xxx
Thousand Oaks,California,United States,91360,34.1933,-118.905,America/Los_Angeles,Teledyne Technologies Incorporated,Teledyne Technologies Incorporated,,130.xxx.xxx.xxx
Dublin,Leinster,Ireland,D01,53.3491,-6.247,Europe/Dublin,HEAnet,HEAnet,AS1213 HEAnet CLG,87.xxx.xxx.xxx
Golden Valley,Minnesota,United States,55426,44.9771,-93.3977,America/Chicago,General Mills,"General Mills, Inc.","AS20478 General Mills, Inc.",153.xxx.xxx.xxx
Zevenhuizen,South Holland,The Netherlands,2761,52.0113,4.5831,Europe/Amsterdam,Vodafone Ziggo,,AS33915 Vodafone Libertel B.V.,217.xxx.xxx.xxx
Toronto,Ontario,Canada,M2L,43.7583,-79.3577,America/Toronto,Rogers Communications Canada Inc.,Ontario Lottery and Gaming,AS812 Rogers Communications Canada Inc.,24.xxx.xxx.xxx
Chicago,Illinois,United States,60606,41.8838,-87.6388,America/Chicago,The Boeing Company,The Boeing Company,,136.xxx.xxx.xxx
Stavanger,Rogaland,Norway,4017,58.9731,5.7427,Europe/Oslo,ROGALAND-HSR,,AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR,152.xxx.xxx.xxx
,,,,,,,,,,227.xxx.xxx.xxx
Yongsan-dong,Seoul,South Korea,4371,37.536,126.971,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation,121.xxx.xxx.xxx
Montreal,Quebec,Canada,H4X,45.508,-73.56,America/Toronto,Hydro-Quebec,Hydro-Quebec,,199.xxx.xxx.xxx
Tempe,Arizona,United States,85281,33.4468,-111.956,America/Phoenix,Salt River Project Agricultural Improvement & Power District,Salt River Project Agricultural Improvement and Power District,AS2575 Salt River Project Agricultural Improvement & Power District,148.xxx.xxx.xxx
Seongnam-si,Gyeonggi-do,South Korea,13606,37.3588,127.115,Asia/Seoul,Jeollanamdo Educational Research Information Institute,Korea Telecom,AS38681 Jeollanamdo Educational Research Information Institute,210.xxx.xxx.xxx
Virginia Beach,Virginia,United States,23454,36.8275,-76.0396,America/New_York,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.,68.xxx.xxx.xxx
Darnall,KwaZulu-Natal,South Africa,4480,-29.2693,31.3545,Africa/Johannesburg,Telkom SA Ltd.,Telkom SA Limited,AS37457 Telkom SA Ltd.,41.xxx.xxx.xxx
Boston,Massachusetts,United States,2205,42.3515,-71.054,America/New_York,Fidelity Investments,Fidelity Investments,,155.xxx.xxx.xxx
Minato-ku,Tokyo,Japan,105-0012,35.6552,139.761,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,126.xxx.xxx.xxx
Yintai,Shaanxi,China,,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE,1.xxx.xxx.xxx
Utrecht,Utrecht,The Netherlands,3512,52.0907,5.12142,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.,145.xxx.xxx.xxx
Lansing,Michigan,United States,48901,42.7018,-84.4822,America/Detroit,FreedomNet,Amateur Radio Digital Communications,AS22829 FreedomNet,44.xxx.xxx.xxx
Quilicura,Santiago Metropolitan,Chile,,-33.375,-70.7176,America/Santiago,Telmex Servicios Empresariales S.A.,Telmex Servicios Empresariales S.A,AS6535 Telmex Servicios Empresariales S.A.,181.xxx.xxx.xxx
Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,BOUYGUES Telecom ISP Wireline,,AS5410 Bouygues Telecom SA,128.xxx.xxx.xxx
,,,,,,,,,,224.xxx.xxx.xxx
,,,,,,,,,,232.xxx.xxx.xxx
,,,,,,,,,,248.xxx.xxx.xxx
Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,Rackspace Hosting,Rackspace Hosting,AS19994 Rackspace Hosting,104.xxx.xxx.xxx
Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Data,,AS8452 TE-AS,197.xxx.xxx.xxx
,,,,,,,,,,227.xxx.xxx.xxx
Québec,Quebec,Canada,G1W,46.7574,-71.2861,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee,24.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,26.xxx.xxx.xxx
Hong Kong,Kowloon,Hong Kong,96521,22.3193,114.169,Asia/Hong_Kong,Greacon Limited,Mall Ltd,AS208770 Greacon Limited,195.xxx.xxx.xxx
Fairfax,Virginia,United States,22030,38.8635,-77.3322,America/New_York,Diplomatic Telecommunications Services - Program Office (DTS-PO),Diplomatic Telecommunications Services - Program Office,,169.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,139.xxx.xxx.xxx
Kildare,Leinster,Ireland,R56,53.1508,-6.8314,Europe/Dublin,HEANET,,AS1213 HEAnet CLG,87.xxx.xxx.xxx
Birmingham,Alabama,United States,35201,33.5186,-86.8104,America/Chicago,National Aeronautics and Space Administration,National Aeronautics and Space Administration,,131.xxx.xxx.xxx
Chennai,Tamil Nadu,India,600001,13.0615,80.2615,Asia/Kolkata,Dishnet Wireless limited,,,27.xxx.xxx.xxx
Lipu,Zhejiang,China,,29.1416,119.789,Asia/Shanghai,China Telecom,,AS140485 CHINATELECOM ZHEJIANG province HANGZHOU 5GC network,183.xxx.xxx.xxx
Bupyeong-gu,Incheon,South Korea,21443,37.5007,126.7076,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom,211.xxx.xxx.xxx
Houston,Texas,United States,77042,29.7285,-95.5645,America/Chicago,Verizon Business,"CADCentre, Inc.",AS701 Verizon Business,198.xxx.xxx.xxx
Auckland,Auckland,New Zealand,1010,-36.8542,174.764,Pacific/Auckland,BBA-SPARK,Spark New Zealand Trading Ltd,,122.xxx.xxx.xxx
Brescia,Lombardy,Italy,25124,45.5252,10.2157,Europe/Rome,Imiweb Bank S.p.A,UBI Sistemi e Servizi S.c.p.a,,80.xxx.xxx.xxx
Chiyoda,Tokyo,Japan,100-8111,35.6906,139.77,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION,106.xxx.xxx.xxx
,,,,,,,,,,254.xxx.xxx.xxx
Nairobi,Nairobi County,Kenya,,-1.32501,36.8489,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd,102.xxx.xxx.xxx
Madrid,Madrid,Spain,28070,40.4168,-3.70379,Europe/Madrid,Telefonica De Espana S.A.U.,Multichoice Africa Limited,AS3352 TELEFONICA DE ESPANA S.A.U.,194.xxx.xxx.xxx
Centreville,Virginia,United States,20120,38.8397,-77.4335,America/New_York,American Registry Internet Numbers,American Registry Internet Numbers,,23.xxx.xxx.xxx
Rahway,New Jersey,United States,7065,40.6123,-74.267,America/New_York,Merck and Co,"Merck and Co., Inc",,54.xxx.xxx.xxx
,,,,,,,,,,255.xxx.xxx.xxx
Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",4.xxx.xxx.xxx
Stockholm,Stockholm County,Sweden,100 04,59.3293,18.0686,Europe/Stockholm,Tele2 SWIPNET,Mobile Services,AS1257 Tele2 Sverige AB,77.xxx.xxx.xxx
Amsterdam,North Holland,The Netherlands,1098,52.3562,4.95125,Europe/Amsterdam,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited,129.xxx.xxx.xxx
Pok Fu Lam,Southern,Hong Kong,96521,22.283,114.137,Asia/Hong_Kong,Joint Universities Computer Centre Limited,Joint Universities Computer Centre Limited,AS137207 Joint Universities Computer Centre Limited,103.xxx.xxx.xxx
Taipei,Taiwan,Taiwan,,25.033,121.565,Asia/Taipei,Taiwan Fixed Network,"Taiwan Telecommunication Network Services Co., LTD.","AS9924 Taiwan Fixed Network, Telco and Network Service Provider.",210.xxx.xxx.xxx
Lima,Lima Province,Peru,,-12.0432,-77.0282,America/Lima,Optical Technologies S.A.C.,Consorcio Viaducto Gambetta,AS27843 WIN EMPRESAS S.A.C.,190.xxx.xxx.xxx
Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group),114.xxx.xxx.xxx
Dublin,Leinster,Ireland,D02,53.3498,-6.26031,Europe/Dublin,Amazon Technologies Inc.,AWS EC2 (eu-west-1),"AS16509 Amazon.com, Inc.",52.xxx.xxx.xxx
,,,,,,,,,,10.xxx.xxx.xxx
Cernusco sul Naviglio,Lombardy,Italy,20063,45.5165,9.33948,Europe/Rome,Noixa Low Latency Network,,,94.xxx.xxx.xxx
Zeist,Utrecht,The Netherlands,3705,52.1006,5.2375,Europe/Amsterdam,SURFnet II b,"Graafschap College, Slingelaan 1, NL-7001 EA Doetinchem",AS1103 SURF B.V.,145.xxx.xxx.xxx
Albuquerque,New Mexico,United States,87110,35.1131,-106.5781,America/Denver,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC",97.xxx.xxx.xxx
,,,,,,,,,,253.xxx.xxx.xxx
Kuopio,North Savo,Finland,70111,62.898,27.6782,Europe/Helsinki,Enfo Oyj,ENFO,AS29282 Enfo Oy,158.xxx.xxx.xxx
Iasi,Iași County,Romania,700489,47.1672,27.6083,Europe/Bucharest,Orange Romania Network,Orange Romania S.A,AS8953 Orange Romania S.A.,37.xxx.xxx.xxx
,,,,,,,,,,235.xxx.xxx.xxx
Los Angeles,California,United States,90009,34.0549,-118.243,America/Los_Angeles,Intercontinental Internet Data Corp,Cloud Innovation Ltd,AS35916 MULTACOM CORPORATION,156.xxx.xxx.xxx
Jamnagar,Gujarat,India,361001,22.4454,70.0682,Asia/Kolkata,BUBBLE-SERVER-LLP,Bubble Server LLP,,103.xxx.xxx.xxx
Melbourne,Victoria,Australia,3910,-38.1532,145.1944,Australia/Melbourne,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD,49.xxx.xxx.xxx
LaSalle,Quebec,Canada,H8N,45.4408,-73.6126,America/Toronto,Altima Telecom,Altima Solutions Limited,AS22423 Altima Telecom,38.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),,3.xxx.xxx.xxx
Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.,221.xxx.xxx.xxx
Madrid,Madrid,Spain,28001,40.4299,-3.6691,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.,80.xxx.xxx.xxx
Rio de Janeiro,Rio de Janeiro,Brazil,20000-000,-22.9068,-43.1729,America/Sao_Paulo,Oi S.A. - Em Recuperação Judicial,Oi S.A. - Em Recuperação Judicial,AS14571 Oi S.A. - Em Recuperação Judicial,187.xxx.xxx.xxx
Kuala Lumpur,Kuala Lumpur,Malaysia,50515,3.1408,101.6852,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,115.xxx.xxx.xxx
Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,147.xxx.xxx.xxx
Gimhae,Gyeongsangnam-do,South Korea,510,35.1744,128.8314,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom,121.xxx.xxx.xxx
Washington,District of Columbia,United States,20548,38.8986,-77.0178,America/New_York,U.S. Government Accountability Office,U.S. Government Accountability Office,,161.xxx.xxx.xxx
Dublin,Leinster,Ireland,D02,53.3379,-6.2591,Europe/Dublin,NTL Ireland,,AS6830 Liberty Global B.V.,89.xxx.xxx.xxx
Talavera de la Reina,Castille-La Mancha,Spain,45600,39.9607,-4.8247,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.,83.xxx.xxx.xxx
,,,,,,,,,,237.xxx.xxx.xxx
,,,,,,,,,,229.xxx.xxx.xxx
San Francisco,California,United States,94109,37.783,-122.417,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation,13.xxx.xxx.xxx
Kyiv,Kyiv City,Ukraine,1011,50.4501,30.5234,Europe/Kiev,SELDICO,,AS62117 Subsidiary with 100 percent foreign investment SELDIKO,185.xxx.xxx.xxx
Redmond,Washington,United States,98052,47.6694,-122.122,America/Los_Angeles,AT&T Mobility LLC,AT&T Mobility LLC,,107.xxx.xxx.xxx
Tijuana,Baja California,Mexico,22536,32.4557,-117.0004,America/Tijuana,Uninet S.A. de C.V.,"Telefonos del Noroeste, S.A. de C.V",AS8151 UNINET,189.xxx.xxx.xxx
Guiyang,Guizhou,China,,26.58,106.7223,Asia/Shanghai,Cloud Computing Corporation,Chinanet SD,AS58519 Cloud Computing Corporation,113.xxx.xxx.xxx
Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,48.xxx.xxx.xxx
,,,,,,,,,,234.xxx.xxx.xxx
Utrecht,Utrecht,The Netherlands,3512,52.0907,5.12142,Europe/Amsterdam,SURFnet III a,SURFnet bv,AS1101 SURF B.V.,145.xxx.xxx.xxx
San José,Provincia de San Jose,Costa Rica,10109,9.9441,-84.1442,America/Costa_Rica,Instituto Costarricense de Electricidad y Telecom.,LIMON,AS11830 Instituto Costarricense de Electricidad y Telecom.,201.xxx.xxx.xxx
Rotterdam,South Holland,The Netherlands,3066,51.9381,4.5445,Europe/Amsterdam,KPN B.V,Entree Vert,AS1136 KPN B.V.,46.xxx.xxx.xxx
