Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Australian Capital Territory,Australia,26**,-35.3,149.1,Australia/Sydney,ACT Government InTACT Group,ACT Government InTACT Group,AS139344 ACT Government InTACT Group
Utrecht,The Netherlands,35**,52.1,5.1,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.
Sichuan,China,,30.6,104.1,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
,,,,,,,,
New Brunswick,Canada,E3*,45.8,-66.7,America/Moncton,Bell Canada,Bell Aliant / FibreOp,AS855 Bell Canada
Gyeonggi-do,South Korea,14***,37.4,126.9,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
Virginia,United States,23***,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
Riyadh Region,Saudi Arabia,98**,24.7,46.7,Asia/Riyadh,Saudi Telecom Company JSC,Saudinet,AS25019 Saudi Telecom Company JSC
Gyeonggi-do,South Korea,12*,37.7,127.2,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Bremen,Germany,28***,53.1,8.8,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
,,,,,,,,
,,,,,,,,
Virginia,United States,20***,38.9,-77.6,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Jalisco,Mexico,44***,20.6,-103.4,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V."
,,,,,,,,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
California,United States,95***,37.3,-121.9,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
Utah,United States,84***,40.7,-112.1,America/Denver,Verizon Business,Verizon Business,AS22394 Verizon Business
Ontario,Canada,M5*,43.7,-79.4,America/Toronto,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc."
Washington,United States,98***,47.6,-122.3,America/Los_Angeles,EdgeCast Networks,"EdgeCast Networks, Inc",
Florida,United States,32***,28.1,-80.6,America/New_York,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.","AS243 L3Harris Technologies, Inc."
Beijing,China,,39.9,116.4,Asia/Shanghai,HYIC,,AS4538 China Education and Research Network Center
Thuringia,Germany,99***,51.0,10.3,Europe/Berlin,Plusnet GmbH,Top Mehrwert-Logistik GmbH & Co.,AS20676 Plusnet GmbH
Kansas,United States,66***,39.0,-94.7,America/Chicago,Charter Communications,Spectrum,AS11427 Charter Communications Inc
São Paulo,Brazil,10**,-23.6,-46.6,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
Tennessee,United States,38***,35.1,-90.0,America/Chicago,"The University of Tennessee, Memphis",University of Tennessee,"AS16989 The University of Tennessee, Memphis"
Alabama,United States,35***,34.7,-86.6,America/Chicago,WideOpenWest Finance LLC,WideOpenWest Finance LLC,AS12083 WideOpenWest Finance LLC
,,,,,,,,
,,,,,,,,
New York,United States,10***,40.7,-74.0,America/New_York,Depository Trust & Clearing Corporation,Depository Trust & Clearing Corporation,
New Jersey,United States,70**,40.6,-74.3,America/New_York,Merck and Co,"Merck and Co., Inc",
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Rio Grande do Sul,Brazil,90***,-30.1,-51.3,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
Virginia,United States,20***,39.0,-77.4,America/New_York,Groupe LWS SARL,Groupe LWS SARL,
North Holland,The Netherlands,10**,52.4,4.9,Europe/Amsterdam,in2ip B.V.,Vertebratus B.V,AS34141 in2ip B.V.
California,United States,95***,37.4,-122.0,America/Los_Angeles,Intel Corporation,Intel Corporation,
North Holland,Netherlands,10**,52.4,4.9,Europe/Amsterdam,Oracle Corporation,Oracle Cloud Infrastructure (eu-amsterdam-1),AS31898 Oracle Corporation
California,United States,95***,38.7,-121.3,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33667 Comcast Cable Communications, LLC"
Île-de-France,France,75***,48.8,2.4,Europe/Paris,CHIYODA,Chiyoda Corporation,
Beijing,China,,40.0,116.3,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
Michigan,United States,48***,42.3,-83.0,America/Detroit,General Motors LLC,General Motors LLC,
,,,,,,,,
Paraná,Brazil,,-25.0,-53.5,America/Sao_Paulo,Rpnet Informatica Ltda - ME,Rpnet Informatica Ltda - ME,AS266105 RPNET INFORMATICA LTDA - ME
,,,,,,,,
Illinois,United States,62***,39.8,-89.7,America/Chicago,Illinois Century Network,Illinois Century Network,AS6325 Illinois Century Network
Beijing,China,,39.9,116.4,Asia/Shanghai,Alibaba Cloud,Aliyun Computing Co.,
Florida,United States,33***,25.9,-80.3,America/New_York,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
Virginia,United States,23***,36.9,-76.2,America/New_York,DoD Network Information Center,Navy Network Information Center,AS749 DoD Network Information Center
New York,United States,10***,40.8,-74.0,America/New_York,MOD Mission Critical,Fast Track Internet,"AS54103 MOD Mission Critical, LLC"
,,,,,,,,
,,,,,,,,
,,,,,,,,
National Capital Territory of Delhi,India,11****,28.6,77.3,Asia/Kolkata,TATA Communications Internet Services Ltd,PTIL,AS17820 DIRECT INTERNET LTD.
Tennessee,United States,38***,35.0,-89.7,America/Chicago,FedEx Internet Technologies Corporation,FedEx,AS7726 FedEx Internet Technologies Corporation
England,United Kingdom,W1*,51.5,-0.1,Europe/London,SoftLayer,SoftLayer Technologies Inc.,
New York,United States,10***,40.7,-74.0,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
New South Wales,Australia,10**,-33.9,151.2,Australia/Sydney,Telstra Corporation Limited,Telstra Corporation,AS1221 Telstra Corporation Ltd
Illinois,United States,60***,42.1,-88.1,America/Chicago,"Motorola, Inc.",Motorola MNIC,"AS19773 Motorola, Inc."
New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Limited,Microsoft Limited,
North Rhine-Westphalia,Germany,48***,52.1,7.6,Europe/Berlin,Cogent Communications,Wir Solutions GmbH,AS174 Cogent Communications
Georgia,United States,31***,32.5,-84.9,America/New_York,FTBENNING,USAISC,AS367 DoD Network Information Center
,,,,,,,,
New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Arizona,United States,85***,31.6,-110.4,America/Phoenix,ARNG-HI,USAISC,AS364 DoD Network Information Center
,,,,,,,,
Metro Manila,Philippines,16**,14.6,121.1,Asia/Manila,Converge ICT,,AS17639 Converge ICT Solutions Inc.
,,,,,,,,
Beijing,China,,40.0,116.5,Asia/Shanghai,China Telecom (Group),21ViaNet,"AS23724 IDC, China Telecommunications Corporation"
Beijing,China,,39.9,116.4,Asia/Shanghai,CSTNET,Cstnet,
Prague,Czechia,14****,50.0,14.5,Europe/Prague,CZ.CZNET,,"AS5610 O2 Czech Republic, a.s."
Rio de Janeiro,Brazil,28*******,-22.9,-42.5,America/Sao_Paulo,ML Telecom,Metropop Tecn. da Informação Ltda ( ML TELECOM ),AS10704 ML Telecom
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,,AS8452 TE-AS
,,,,,,,,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Gyeonggi-do,South Korea,13*,37.4,127.1,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
Tunis Governorate,Tunisia,,36.8,10.2,Africa/Tunis,TOPNET,ATI - Agence Tunisienne Internet,AS37705 TOPNET
Alberta,Canada,T5*,53.5,-113.6,America/Edmonton,TELUS Communications Inc.,TELUS Communications Inc.,AS852 TELUS Communications Inc.
Iwate,Japan,02******,39.7,141.2,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Zacatecas,Mexico,98***,22.8,-102.6,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V."
,,,,,,,,
,,,,,,,,
,,,,,,,,
Beijing,China,,39.9,116.4,Asia/Shanghai,DXTNET,"Beijing Teletron Telecom Engineering Co., Ltd.",AS4808 China Unicom Beijing Province Network
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
England,United Kingdom,EC******,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Azure Cloud (uksouth),AS8075 Microsoft Corporation
Dubrovnik-Neretva County,Croatia,20***,42.9,17.3,Europe/Zagreb,CARNET,,AS2108 Croatian Academic and Research Network
Colorado,United States,80***,39.9,-105.1,America/Denver,"Level 3 Communications, Inc.","Level 3 Communications, Inc.","AS3356 Level 3 Parent, LLC"
California,United States,95***,37.4,-122.0,America/Los_Angeles,Intel Corporation,Intel Corporation,
Stockholm County,Sweden,10****,59.3,18.1,Europe/Stockholm,Telecom3,,AS29518 Bredband2 AB
Florida,United States,33***,28.1,-81.8,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
Brussels Capital,Belgium,10**,50.9,4.4,Europe/Brussels,Orange Belgium SA,,AS47377 Orange Belgium SA
California,United States,95***,37.4,-122.0,America/Los_Angeles,The Constant Company,"Vultr Holdings, LLC","AS20473 The Constant Company, LLC"
Tennessee,United States,37***,36.4,-86.5,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
Gansu,China,,35.8,104.3,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
Provence-Alpes-Côte d'Azur,France,63**,43.7,7.3,Europe/Paris,Orange,,AS3215 Orange S.A.
West Bengal,India,70****,22.5,88.4,Asia/Kolkata,BHARTI,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Kanagawa,Japan,23******,35.2,139.7,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
Colorado,United States,80***,39.6,-104.9,America/Denver,JAB Wireless,"JAB Wireless, INC.",
,,,,,,,,
Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
,,,,,,,,
North Holland,The Netherlands,10**,52.4,4.9,Europe/Amsterdam,Vodafone Libertel B.V.,Ziggo CM,AS33915 Vodafone Libertel B.V.
Kyoto,Japan,60******,35.0,135.8,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Colorado,United States,80***,39.6,-104.9,America/Denver,Charter Communications Inc,Spectrum,AS20001 Charter Communications Inc
California,United States,94***,37.4,-122.1,America/Los_Angeles,Amazon Technologies Inc.,DXC US Latin America Corporation,
California,United States,90***,34.1,-118.2,America/Los_Angeles,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.
Maryland,United States,20***,39.2,-77.2,America/New_York,Hughes Network Systems,"Hughes Network Systems, LLC","AS6621 Hughes Network Systems, LLC"
Jiangsu,China,21****,32.1,118.8,Asia/Shanghai,CERNET,,AS132553 China University of Petroleum (East China)
,,,,,,,,
,,,,,,,,
Jiangsu,China,,32.1,118.8,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
,,,,,,,,
Heilongjiang,China,15****,45.7,126.7,Asia/Shanghai,Chinanet,Communication Corporation,AS4134 CHINANET-BACKBONE
Florida,United States,33***,26.7,-80.2,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC"
Selangor,Malaysia,47***,3.1,101.6,Asia/Kuala_Lumpur,"DiGi Telecommunications Sdn Bhd., Digi Internet Exchange",DiGi Telecommunications Sdn Bhd,AS4818 DiGi Telecommunications Sdn. Bhd.
Nagano,Japan,39******,35.8,138.0,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Shinshu University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
Zhejiang,China,31****,30.0,120.6,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
,,,,,,,,
,,,,,,,,
Gujarat,India,39****,22.3,73.2,Asia/Kolkata,BSNL Internet,NIB,AS9829 National Internet Backbone
,,,,,,,,
Kanagawa,Japan,24******,35.4,139.6,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Île-de-France,France,75***,48.9,2.4,Europe/Paris,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
Hyōgo,Japan,66******,34.8,135.4,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
Colorado,United States,80***,39.9,-105.1,America/Denver,"Level 3 Communications, Inc.",Level 3,"AS3356 Level 3 Parent, LLC"
Zhejiang,China,,30.3,120.2,Asia/Shanghai,China Mobile Communications Corporation,China Mobile,AS56041 China Mobile communications corporation
Hesse,Germany,60***,50.1,8.7,Europe/Berlin,Amazon.com,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
São Paulo,Brazil,13***,-21.9,-47.9,America/Sao_Paulo,Universidade De SAO Paulo,Universidade De SAO Paulo,AS28571 UNIVERSIDADE DE SAO PAULO
Hưng Yên Province,Vietnam,,20.6,106.0,Asia/Bangkok,VNPT-VNNIC,VietNam Post and Telecom Corporation,AS45899 VNPT Corp
Lombardy,Italy,20***,45.6,9.1,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
,,,,,,,,
,,,,,,,,
Oregon,United States,97***,45.5,-122.7,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Arkansas,United States,72***,34.8,-92.4,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
Casablanca-Settat,Morocco,,33.5,-7.6,Africa/Casablanca,MEDITELECOM,Orange Morocco,AS36925 MEDITELECOM
Jalisco,Mexico,45***,20.5,-103.2,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Connecticut,United States,69**,41.1,-73.5,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
Ohio,United States,44***,40.8,-81.5,America/New_York,Department of Administrative Services,Department of Administrative Services,AS19902 Department of Administrative Services
Oregon,United States,97***,45.5,-122.7,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Illinois,United States,60***,41.9,-87.6,America/Chicago,A100 ROW Inc,A100 ROW Inc,
Chiba,Japan,28******,35.7,140.2,Asia/Tokyo,296 BROAD NET Com Inc,CABLENET296,AS17682 296 BROAD NET Com Inc
Santa Catarina,Brazil,89***,-26.8,-49.3,America/Sao_Paulo,UNIFIQUE TELECOMUNICACOES S/A,UNIFIQUE TELECOMUNICACOES S/A,AS28343 UNIFIQUE TELECOMUNICACOES S/A
California,United States,90***,34.1,-118.2,America/Los_Angeles,Charter Communications,Spectrum,AS20001 Charter Communications Inc
Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil)
Shandong,China,,36.1,120.4,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
,,,,,,,,
California,United States,94***,37.8,-122.4,America/Los_Angeles,Wells Fargo & Company,Wells Fargo & Company,
,,,,,,,,
Tochigi,Japan,32******,36.6,139.9,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Porto,Portugal,44******,41.1,-8.6,Europe/Lisbon,NOS Comunicacoes S.A.,TVCABO-Portugal,"AS2860 NOS COMUNICACOES, S.A."
Sichuan,China,,30.3,102.8,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
Gyeonggi-do,South Korea,56**,37.5,127.1,Asia/Seoul,SamsungSDS Inc.,Samsungsds,AS6619 SamsungSDS Inc.
California,United States,94***,37.4,-122.1,America/Los_Angeles,HP Inc.,HP Inc,
Mie,Japan,51******,34.7,136.5,Asia/Tokyo,"Chubu Telecommunications Company, Inc.","Chubu Telecommunications Co., Inc.","AS18126 Chubu Telecommunications Company, Inc."
Guangdong,China,51****,22.5,114.1,Asia/Shanghai,China Mobile communications corporation,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd."
Baden-Wurttemberg,Germany,70***,48.8,9.2,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Paraná,Brazil,80***,-25.5,-49.3,America/Sao_Paulo,V tal,V tal,AS8167 V tal
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Minnesota,United States,55***,44.9,-93.3,America/Chicago,"Allina Health System, Inc.","Allina Health System, Inc.","AS7800 Allina Health System, Inc."
,,,,,,,,
Tasman District,New Zealand,71**,-41.2,173.0,Pacific/Auckland,INSPIRENET,,AS17705 InSPire Net Ltd
,,,,,,,,
North Carolina,United States,27***,35.9,-79.1,America/New_York,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,AS36850 University of North Carolina at Chapel Hill
Gyeonggi-do,South Korea,13***,37.4,127.1,Asia/Seoul,Nielsen Consumer LLC,Kornet,AS16477 Nielsen Consumer LLC
Abu Dhabi,United Arab Emirates,,24.5,54.4,Asia/Dubai,Emirates Telecommunications Corporation,Etisalat,AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC
Quebec,Canada,H4*,45.5,-73.6,America/Toronto,IBM,IBM,
Jiangsu,China,21****,32.1,118.8,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Georgia,United States,30***,33.8,-84.4,America/New_York,Invesco Group Services,"Invesco Group Services, Inc.",
Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
South Holland,The Netherlands,26**,52.0,4.2,Europe/Amsterdam,DELTA Fiber Nederland,CAIW Diensten B.V,
New York,United States,10***,40.7,-74.0,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
Baden-Wurttemberg,Germany,71***,48.9,9.2,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
,,,,,,,,
São Paulo,Brazil,10**,-23.6,-46.6,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS27699 TELEFÔNICA BRASIL S.A
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Busan,South Korea,48***,35.1,129.0,Asia/Seoul,SMLNET,Smlnet,
New York,United States,10***,40.7,-74.0,America/New_York,"ViaSat, Inc.","ViaSat, Inc.","AS7155 ViaSat,Inc."
Taipei City,Taiwan,,25.1,121.5,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
Zhejiang,China,,30.3,120.2,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
,,,,,,,,
Dadra and Nagar Haveli and Daman and Diu,India,39****,20.4,72.8,Asia/Kolkata,telnet technoinfra pvt ltd,telnet technoinfra pvt ltd,AS138411 Telnet Technoinfra Pvt Ltd
Bern,Switzerland,32**,47.0,7.3,Europe/Zurich,Swisscom (Schweiz) AG - Bluewin,Swisscom (Schweiz) AG,AS3303 Swisscom (Schweiz) AG
,,,,,,,,
Arkansas,United States,72***,36.4,-94.2,America/Chicago,"Wal-Mart Stores, Inc.","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc."
Illinois,United States,60***,41.9,-87.6,America/Chicago,United States Cellular Telephone Company,Service Provider Corporation,"AS6614 UNITED STATES CELLULAR TELEPHONE COMPANY (GREATER KNOXVILLE), L.P."
Lampung,Indonesia,,-5.4,105.3,Asia/Jakarta,Giga Prima Lestari,,AS63882 PT Giga Prima Lestari
Gyeonggi-do,South Korea,17*,37.0,126.9,Asia/Seoul,LG POWERCOMM,DACOM-PUBNETPLUS,AS17858 LG POWERCOMM
California,United States,92***,32.8,-117.1,America/Los_Angeles,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
