Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Incheon,South Korea,22*,37.5,126.7,Asia/Seoul,SK Broadband Co Ltd,NQ Games Co,AS9318 SK Broadband Co Ltd
Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Moravskoslezsky kraj,Czechia,70****,49.8,18.2,Europe/Prague,FIFEJDY,,AS34093 Nordic Telecom Regional s.r.o.
California,United States,92***,32.8,-116.9,America/Los_Angeles,Cox Communications Inc.,Cox Communications Inc,AS22773 Cox Communications Inc.
Queensland,Australia,47**,-21.1,149.2,Australia/Brisbane,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
,,,,,,,,
Istanbul,Türkiye,34***,41.0,29.0,Europe/Istanbul,Turkcell Internet,,AS16135 TURKCELL ILETISIM HIZMETLERI A.S.
North West,South Africa,20*,-25.7,27.3,Africa/Johannesburg,Vodacom UMTS Pretoria Silverton North Gauteng INTERNET APN,,AS29975 Vodacom
Kentucky,United States,41***,37.5,-82.5,America/New_York,Mikrotec Internet Services,Mikrotec Internet Services,AS3801 Mikrotec Internet Services
Inner Mongolia,China,,43.4,115.1,Asia/Shanghai,Neimeng Network of ChinaTelecom,,AS4134 CHINANET-BACKBONE
England,United Kingdom,W1*,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Beijing,China,10****,39.9,116.4,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Ho Chi Minh,Vietnam,,10.8,106.6,Asia/Ho_Chi_Minh,VIETELxdsl,xDSL Services,AS7552 Viettel Group
New York,United States,11***,40.7,-73.5,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
São Paulo,Brazil,13***,-23.0,-47.0,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
England,United Kingdom,OX**,51.6,-1.3,Europe/London,HILCO,RM Education Ltd,
Sofia-Capital,Bulgaria,10**,42.7,23.3,Europe/Sofia,MEGALAN,Megalan Network Ltd.,AS35141 A1 Bulgaria EAD
,,,,,,,,
Montevideo Department,Uruguay,11***,-34.9,-56.2,America/Montevideo,Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones,AS6057 Administracion Nacional de Telecomunicaciones
Guangdong,China,,22.6,114.1,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Washington,United States,98***,46.5,-122.9,America/Los_Angeles,Washington State K-20 Telecommunications Network,Washington School Information Processing Cooperative,AS10430 Washington State K-20 Telecommunications Network
,,,,,,,,
,,,,,,,,
Wisconsin,United States,54***,45.8,-91.1,America/Chicago,Bevcomm,Inteliquent,AS15100 Bevcomm
,,,,,,,,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Taiwan,Taiwan,,25.0,121.3,Asia/Taipei,Apple Inc.,Apple Inc,AS714 Apple Inc.
Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Guangdong,China,,22.6,114.1,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Miranda,Venezuela,,10.2,-66.4,America/Caracas,Corporación Telemic C.A.,Corporación Telemic C.A,AS21826 Corporación Telemic C.A.
Gauteng,South Africa,21**,-26.1,28.0,Africa/Johannesburg,MTNNS,,AS16637 MTN SA
,,,,,,,,
England,United Kingdom,BS*,51.5,-2.6,Europe/London,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited
,,,,,,,,
Mexico City,Mexico,67**,19.4,-99.1,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Central Singapore,Singapore,48***,1.3,103.9,Asia/Singapore,Amazon Technologies Inc.,AWS EC2 (ap-southeast-1),"AS16509 Amazon.com, Inc."
California,United States,94***,37.4,-122.1,America/Los_Angeles,HP Inc.,HP Inc,
Fujian,China,,25.5,119.0,Asia/Shanghai,CNCGroup CHINA169 FuJian province network,,AS4837 CHINA UNICOM China169 Backbone
Queensland,Australia,40**,-27.5,153.0,Australia/Brisbane,Resource Quality Assurance,Resource Quality Assurance,
Illinois,United States,60***,41.9,-87.6,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation
Beijing,China,,39.9,116.4,Asia/Shanghai,China Mobile Communications Corporation,"BEIJING DRAGON Network co., Ltd.",AS56048 China Mobile Communicaitons Corporation
Washington,United States,98***,47.7,-122.3,America/Los_Angeles,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
,,,,,,,,
Guangdong,China,,23.4,113.8,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Land Berlin,Germany,10***,52.5,13.4,Europe/Berlin,D2VODAFONE,Vodafone GmbH,AS3209 Vodafone GmbH
Taiwan,Taiwan,,25.1,121.6,Asia/Taipei,"New Century InfoComm Tech. Co., Ltd.",SEEDNET,"AS131586 New Century InfoComm Tech Co., Ltd."
Minnesota,United States,55***,45.0,-93.1,America/Chicago,T-Mobile USA,"T-Mobile USA, Inc.",
Zurich,Switzerland,80**,47.4,8.5,Europe/Zurich,CREDIT-SUISSE-GROUP,CREDIT-SUISSE-GROUP,
Florida,United States,34***,28.4,-82.7,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,
England,United Kingdom,CV******,52.4,-1.3,Europe/London,Satellite Mediaport Services Ltd.,Satellite Mediaport Services Ltd,AS13126 Satellite Mediaport Services Ltd.
,,,,,,,,
California,United States,91***,34.2,-118.9,America/Los_Angeles,Teledyne Technologies Incorporated,Teledyne Technologies Incorporated,
Leinster,Ireland,D0*,53.3,-6.2,Europe/Dublin,HEAnet,HEAnet,AS1213 HEAnet CLG
Minnesota,United States,55***,45.0,-93.4,America/Chicago,General Mills,"General Mills, Inc.","AS20478 General Mills, Inc."
South Holland,The Netherlands,27**,52.0,4.6,Europe/Amsterdam,Vodafone Ziggo,,AS33915 Vodafone Libertel B.V.
Ontario,Canada,M2*,43.8,-79.4,America/Toronto,Rogers Communications Canada Inc.,Ontario Lottery and Gaming,AS812 Rogers Communications Canada Inc.
Illinois,United States,60***,41.9,-87.6,America/Chicago,The Boeing Company,The Boeing Company,
Rogaland,Norway,40**,59.0,5.7,Europe/Oslo,ROGALAND-HSR,,AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
,,,,,,,,
Seoul,South Korea,43**,37.5,127.0,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
Quebec,Canada,H4*,45.5,-73.6,America/Toronto,Hydro-Quebec,Hydro-Quebec,
Arizona,United States,85***,33.4,-112.0,America/Phoenix,Salt River Project Agricultural Improvement & Power District,Salt River Project Agricultural Improvement and Power District,AS2575 Salt River Project Agricultural Improvement & Power District
Gyeonggi-do,South Korea,13***,37.4,127.1,Asia/Seoul,Jeollanamdo Educational Research Information Institute,Korea Telecom,AS38681 Jeollanamdo Educational Research Information Institute
Virginia,United States,23***,36.8,-76.0,America/New_York,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.
KwaZulu-Natal,South Africa,44**,-29.3,31.4,Africa/Johannesburg,Telkom SA Ltd.,Telkom SA Limited,AS37457 Telkom SA Ltd.
Massachusetts,United States,22**,42.4,-71.1,America/New_York,Fidelity Investments,Fidelity Investments,
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Shaanxi,China,,35.4,109.2,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Utrecht,The Netherlands,35**,52.1,5.1,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.
Michigan,United States,48***,42.7,-84.5,America/Detroit,FreedomNet,Amateur Radio Digital Communications,AS22829 FreedomNet
Santiago Metropolitan,Chile,,-33.4,-70.7,America/Santiago,Telmex Servicios Empresariales S.A.,Telmex Servicios Empresariales S.A,AS6535 Telmex Servicios Empresariales S.A.
Île-de-France,France,75***,48.9,2.4,Europe/Paris,BOUYGUES Telecom ISP Wireline,,AS5410 Bouygues Telecom SA
,,,,,,,,
,,,,,,,,
,,,,,,,,
Illinois,United States,60***,41.9,-87.6,America/Chicago,Rackspace Hosting,Rackspace Hosting,AS19994 Rackspace Hosting
Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,,AS8452 TE-AS
,,,,,,,,
Quebec,Canada,G1*,46.8,-71.3,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Kowloon,Hong Kong,96***,22.3,114.2,Asia/Hong_Kong,Greacon Limited,Mall Ltd,AS208770 Greacon Limited
Virginia,United States,22***,38.9,-77.3,America/New_York,Diplomatic Telecommunications Services - Program Office (DTS-PO),Diplomatic Telecommunications Services - Program Office,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Leinster,Ireland,R5*,53.2,-6.8,Europe/Dublin,HEANET,,AS1213 HEAnet CLG
Alabama,United States,35***,33.5,-86.8,America/Chicago,National Aeronautics and Space Administration,National Aeronautics and Space Administration,
Tamil Nadu,India,60****,13.1,80.3,Asia/Kolkata,Dishnet Wireless limited,,
Zhejiang,China,,29.1,119.8,Asia/Shanghai,China Telecom,,AS140485 CHINATELECOM ZHEJIANG province HANGZHOU 5GC network
Incheon,South Korea,21***,37.5,126.7,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Texas,United States,77***,29.7,-95.6,America/Chicago,Verizon Business,"CADCentre, Inc.",AS701 Verizon Business
Auckland,New Zealand,10**,-36.9,174.8,Pacific/Auckland,BBA-SPARK,Spark New Zealand Trading Ltd,
Lombardy,Italy,25***,45.5,10.2,Europe/Rome,Imiweb Bank S.p.A,UBI Sistemi e Servizi S.c.p.a,
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
,,,,,,,,
Nairobi County,Kenya,,-1.3,36.8,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
Madrid,Spain,28***,40.4,-3.7,Europe/Madrid,Telefonica De Espana S.A.U.,Multichoice Africa Limited,AS3352 TELEFONICA DE ESPANA S.A.U.
Virginia,United States,20***,38.8,-77.4,America/New_York,American Registry Internet Numbers,American Registry Internet Numbers,
New Jersey,United States,70**,40.6,-74.3,America/New_York,Merck and Co,"Merck and Co., Inc",
,,,,,,,,
Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Stockholm County,Sweden,10****,59.3,18.1,Europe/Stockholm,Tele2 SWIPNET,Mobile Services,AS1257 Tele2 Sverige AB
North Holland,The Netherlands,10**,52.4,5.0,Europe/Amsterdam,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited
Southern,Hong Kong,96***,22.3,114.1,Asia/Hong_Kong,Joint Universities Computer Centre Limited,Joint Universities Computer Centre Limited,AS137207 Joint Universities Computer Centre Limited
Taiwan,Taiwan,,25.0,121.6,Asia/Taipei,Taiwan Fixed Network,"Taiwan Telecommunication Network Services Co., LTD.","AS9924 Taiwan Fixed Network, Telco and Network Service Provider."
Lima Province,Peru,,-12.0,-77.0,America/Lima,Optical Technologies S.A.C.,Consorcio Viaducto Gambetta,AS27843 WIN EMPRESAS S.A.C.
Shanghai,China,,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Leinster,Ireland,D0*,53.3,-6.3,Europe/Dublin,Amazon Technologies Inc.,AWS EC2 (eu-west-1),"AS16509 Amazon.com, Inc."
,,,,,,,,
Lombardy,Italy,20***,45.5,9.3,Europe/Rome,Noixa Low Latency Network,,
Utrecht,The Netherlands,37**,52.1,5.2,Europe/Amsterdam,SURFnet II b,"Graafschap College, Slingelaan 1, NL-7001 EA Doetinchem",AS1103 SURF B.V.
New Mexico,United States,87***,35.1,-106.6,America/Denver,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
,,,,,,,,
North Savo,Finland,70***,62.9,27.7,Europe/Helsinki,Enfo Oyj,ENFO,AS29282 Enfo Oy
Iași County,Romania,70****,47.2,27.6,Europe/Bucharest,Orange Romania Network,Orange Romania S.A,AS8953 Orange Romania S.A.
,,,,,,,,
California,United States,90***,34.1,-118.2,America/Los_Angeles,Intercontinental Internet Data Corp,Cloud Innovation Ltd,AS35916 MULTACOM CORPORATION
Gujarat,India,36****,22.4,70.1,Asia/Kolkata,BUBBLE-SERVER-LLP,Bubble Server LLP,
Victoria,Australia,39**,-38.2,145.2,Australia/Melbourne,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
Quebec,Canada,H8*,45.4,-73.6,America/Toronto,Altima Telecom,Altima Solutions Limited,AS22423 Altima Telecom
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.
Madrid,Spain,28***,40.4,-3.7,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
Rio de Janeiro,Brazil,20*******,-22.9,-43.2,America/Sao_Paulo,Oi S.A. - Em Recuperação Judicial,Oi S.A. - Em Recuperação Judicial,AS14571 Oi S.A. - Em Recuperação Judicial
Kuala Lumpur,Malaysia,50***,3.1,101.7,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Gyeongsangnam-do,South Korea,51*,35.2,128.8,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
District of Columbia,United States,20***,38.9,-77.0,America/New_York,U.S. Government Accountability Office,U.S. Government Accountability Office,
Leinster,Ireland,D0*,53.3,-6.3,Europe/Dublin,NTL Ireland,,AS6830 Liberty Global B.V.
Castille-La Mancha,Spain,45***,40.0,-4.8,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.
,,,,,,,,
,,,,,,,,
California,United States,94***,37.8,-122.4,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation
Kyiv City,Ukraine,10**,50.5,30.5,Europe/Kiev,SELDICO,,AS62117 Subsidiary with 100 percent foreign investment SELDIKO
Washington,United States,98***,47.7,-122.1,America/Los_Angeles,AT&T Mobility LLC,AT&T Mobility LLC,
Baja California,Mexico,22***,32.5,-117.0,America/Tijuana,Uninet S.A. de C.V.,"Telefonos del Noroeste, S.A. de C.V",AS8151 UNINET
Guizhou,China,,26.6,106.7,Asia/Shanghai,Cloud Computing Corporation,Chinanet SD,AS58519 Cloud Computing Corporation
New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
,,,,,,,,
Utrecht,The Netherlands,35**,52.1,5.1,Europe/Amsterdam,SURFnet III a,SURFnet bv,AS1101 SURF B.V.
Provincia de San Jose,Costa Rica,10***,9.9,-84.1,America/Costa_Rica,Instituto Costarricense de Electricidad y Telecom.,LIMON,AS11830 Instituto Costarricense de Electricidad y Telecom.
South Holland,The Netherlands,30**,51.9,4.5,Europe/Amsterdam,KPN B.V,Entree Vert,AS1136 KPN B.V.
Madrid,Spain,28***,40.4,-3.7,Europe/Madrid,Uni2 1,,AS12479 Orange Espagne SA
Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Guangdong,China,,23.4,113.8,Asia/Shanghai,CHINANET-GD,Chinanet GD,
Federal District,Brazil,70***,-15.8,-47.9,America/Sao_Paulo,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,AS10954 SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
,,,,,,,,
New Jersey,United States,71**,40.7,-74.2,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
Moscow,Russia,,55.6,37.5,Europe/Moscow,Telecom Service LLC,FORCELINE,AS51343 Telecom Service LLC
Beijing,China,,39.9,116.4,Asia/Shanghai,Etelnet,"Beijing Etelphone Technology CO., LTD",
Ontario,Canada,M1*,43.8,-79.2,America/Toronto,NSI (Holdings) Limited,Together Networks Limited,AS196962 NSI (Holdings) Limited
Virginia,United States,20***,39.1,-77.5,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,AS21877 DXC US Latin America Corporation
Île-de-France,France,78***,48.8,1.9,Europe/Paris,RENAULT,Renault,
,,,,,,,,
Bavaria,Germany,90***,49.4,11.2,Europe/Berlin,Contabo GmbH,Contabo GmbH,AS51167 Contabo GmbH
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,CSF-CABLELINE,Kyushu Tele Communications Company,
New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Illinois,United States,60***,41.9,-87.6,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
California,United States,91***,34.2,-118.5,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
England,United Kingdom,IP*,52.1,1.3,Europe/London,BTnet,,AS2856 British Telecommunications PLC
,,,,,,,,
Virginia,United States,23***,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (usgovvirginia),AS8070 Microsoft Corporation
England,United Kingdom,W1*,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
,,,,,,,,
,,,,,,,,
England,United Kingdom,NG**,53.0,-1.0,Europe/London,Virgin Media Limited,Senior Internet Ltd,AS5089 Virgin Media Limited
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Tokyo,Japan,17******,35.7,139.7,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Brașov County,Romania,50****,45.7,25.6,Europe/Bucharest,RCS & RDS,RCS & RDS Residential,AS8708 RCS & RDS
Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
Maryland,United States,21***,39.3,-76.6,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33657 Comcast Cable Communications, LLC"
New York,United States,10***,40.7,-74.0,America/New_York,"AT&T Services, Inc.",AT&T Internet Services,"AS7018 AT&T Services, Inc."
,,,,,,,,
Texas,United States,77***,30.7,-95.6,America/Chicago,Sam Houston State University,Sam Houston State University,AS33187 Sam Houston State University
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Federal District,Brazil,72***,-15.7,-48.2,America/Sao_Paulo,V tal,V tal,AS8167 V tal
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Florida,United States,32***,28.4,-81.4,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,
Madhya Pradesh,India,46****,23.3,77.4,Asia/Kolkata,RCOM-Wireless-3G,Reliance Communication Ltd,
,,,,,,,,
Zhejiang,China,,30.3,120.2,Asia/Shanghai,Chinanet,Ytwl,AS58461 CT-HangZhou-IDC
,,,,,,,,
Virginia,United States,20***,39.1,-77.5,America/New_York,Amazon.com,DXC US Latin America Corporation,
Texas,United States,76***,31.5,-97.1,America/Chicago,Texas State Technical College at Waco,Texas State Technical College at Waco,AS17327 Texas State Technical College at Waco
Baden-Wurttemberg,Germany,74***,49.1,9.2,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
,,,,,,,,
Beijing,China,,39.9,116.4,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Selangor,Malaysia,46***,3.1,101.6,Asia/Kuala_Lumpur,P1NETWORKS,,
,,,,,,,,
Guangdong,China,51****,22.5,114.1,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
Beijing,China,10****,39.9,116.4,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
Illinois,United States,60***,42.0,-87.9,America/Chicago,Verizon Business,Verizon Business,AS6167 Verizon Business
Catalonia,Spain,81**,41.5,2.1,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Verizon Business,Verizon Nederland B.V.,AS702 Verizon Business
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Serco Solutions Limited,Serco Group PLC,
Hesse,Germany,65***,50.1,8.6,Europe/Berlin,Vodafone Global Enterprise Inc.,Vodafone D2 GmbH,AS3209 Vodafone GmbH
Madrid,Spain,28***,40.5,-3.7,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.
Georgia,United States,30***,33.7,-84.4,America/New_York,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
North Carolina,United States,27***,35.9,-78.9,America/New_York,IBM,IBM,
Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
New Hampshire,United States,30**,43.0,-71.1,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7015 Comcast Cable Communications, LLC"
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
,,,,,,,,
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Amazon.com,"Amazon.com, Inc.",
Oregon,United States,97***,45.5,-122.7,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Guangdong,China,,22.5,114.1,Asia/Shanghai,Tencent Cloud Computing,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Morgan Stanley Group Inc.,Morgan Stanley Group Inc.,
Kyiv City,Ukraine,31**,50.5,30.5,Europe/Kyiv,Bilink LLC,Bilink,AS48683 Bilink LLC
Pays de la Loire,France,85***,46.5,-1.2,Europe/Paris,Orange,,AS3215 Orange S.A.
Pennsylvania,United States,15***,40.3,-79.7,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
,,,,,,,,
Oregon,United States,97***,45.5,-122.7,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Missouri,United States,65***,37.2,-93.3,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Jakarta,Indonesia,,-6.2,106.8,Asia/Jakarta,PT Media Andalan Nusa,Groovy,AS138841 PT Media Andalan Nusa
Jihocesky kraj,Czechia,37****,48.9,14.4,Europe/Prague,Vodafone Czech Republic a.s.,Vodafone Czech Republic,AS16019 Vodafone Czech Republic a.s.
Île-de-France,France,75***,48.9,2.4,Europe/Paris,Orange S.A,France Telecom Orange,AS3215 Orange S.A.
,,,,,,,,
Victoria,Australia,31**,-37.8,145.0,Australia/Melbourne,Canaccord Genuity Financial Limited,Canaccord Genuity Financial Limited,"AS9472 Level 23, Exchange Plaza"
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Île-de-France,France,75***,48.9,2.4,Europe/Paris,TVCCONV,France Telecom services,
,,,,,,,,
Catalonia,Spain,80**,41.4,2.2,Europe/Madrid,Vodafone Espana S.A.U.,Vodafone Espana S.A.U,AS12430 VODAFONE ESPANA S.A.U.
Santa Catarina,Brazil,88***,-28.8,-49.5,America/Sao_Paulo,TecleNet Solucoes Tecnologicas,TecleNet Solucoes Tecnologicas,AS52775 TecleNet Solucoes Tecnologicas
Cairo Governorate,Egypt,,30.0,31.2,Africa/Cairo,Etisalat Misr Mobile BB,,AS36992 ETISALAT MISR
Arizona,United States,85***,31.6,-110.4,America/Phoenix,RCC-C,USAISC,AS367 DoD Network Information Center
California,United States,94***,37.8,-122.4,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation
Lubusz,Poland,67****,51.8,15.7,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Kanagawa,Japan,23******,35.4,139.7,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
England,United Kingdom,TW**,51.4,-0.4,Europe/London,BP International Ltd,BP International Ltd,
Texas,United States,77***,29.8,-95.4,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Sejong-si,South Korea,30*,36.6,127.3,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
Bern,Switzerland,47**,47.3,7.7,Europe/Zurich,Quickline AG,,AS15600 Quickline AG
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Shanghai,China,,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Ontario,Canada,L6*,43.7,-79.7,America/Toronto,Rogers Wireless Inc.,Rogers Wireless Inc.,
Jiangsu,China,21****,31.3,120.6,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS56046 China Mobile communications corporation
North Holland,The Netherlands,11**,52.3,4.9,Europe/Amsterdam,Sociale Verzekeringsbank,,
Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
,,,,,,,,
,,,,,,,,
Ohio,United States,43***,40.1,-83.8,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Kanagawa,Japan,24******,35.5,139.6,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
Stockholm County,Sweden,10****,59.3,18.1,Europe/Stockholm,Telia Company AB,Telia Network Services,AS3301 Telia Company AB
Mississippi,United States,39***,30.5,-89.0,America/Chicago,AT&T Corp.,AT&T Corp,AS6389 AT&T Corp.
